measurement_id,toll_id,timestamp
361,1,2026-02-06 08:26:00
362,2,2026-02-06 08:26:00
363,3,2026-02-06 08:26:00
364,1,2026-02-06 08:27:00
365,2,2026-02-06 08:27:00
366,3,2026-02-06 08:27:00
367,1,2026-02-06 08:28:00
368,2,2026-02-06 08:28:00
369,3,2026-02-06 08:28:00
370,1,2026-02-06 08:29:00
371,2,2026-02-06 08:29:00
372,3,2026-02-06 08:29:00
373,1,2026-02-06 08:30:00
374,2,2026-02-06 08:30:00
375,3,2026-02-06 08:30:00
376,1,2026-02-06 08:31:00
377,2,2026-02-06 08:31:00
378,3,2026-02-06 08:31:00
379,1,2026-02-06 08:32:00
380,2,2026-02-06 08:32:00
381,3,2026-02-06 08:32:00
382,1,2026-02-06 08:33:00
383,2,2026-02-06 08:33:00
384,3,2026-02-06 08:33:00
385,1,2026-02-06 08:34:00
386,2,2026-02-06 08:34:00
387,3,2026-02-06 08:34:00
388,1,2026-02-06 08:35:00
389,2,2026-02-06 08:35:00
390,3,2026-02-06 08:35:00
391,1,2026-02-06 08:36:00
392,2,2026-02-06 08:36:00
393,3,2026-02-06 08:36:00
394,1,2026-02-06 08:37:00
395,2,2026-02-06 08:37:00
396,3,2026-02-06 08:37:00
397,1,2026-02-06 08:38:00
398,2,2026-02-06 08:38:00
399,3,2026-02-06 08:38:00
400,1,2026-02-06 08:39:00
401,2,2026-02-06 08:39:00
402,3,2026-02-06 08:39:00
403,1,2026-02-06 08:40:00
404,2,2026-02-06 08:40:00
405,3,2026-02-06 08:40:00
406,1,2026-02-06 08:41:00
407,2,2026-02-06 08:41:00
408,3,2026-02-06 08:41:00
409,1,2026-02-06 08:42:00
410,2,2026-02-06 08:42:00
411,3,2026-02-06 08:42:00
412,1,2026-02-06 08:43:00
413,2,2026-02-06 08:43:00
414,3,2026-02-06 08:43:00
415,1,2026-02-06 08:44:00
416,2,2026-02-06 08:44:00
417,3,2026-02-06 08:44:00
418,1,2026-02-06 08:45:00
419,2,2026-02-06 08:45:00
420,3,2026-02-06 08:45:00
421,1,2026-02-06 08:46:00
422,2,2026-02-06 08:46:00
423,3,2026-02-06 08:46:00
424,1,2026-02-06 08:47:00
425,2,2026-02-06 08:47:00
426,3,2026-02-06 08:47:00
427,1,2026-02-06 08:48:00
428,2,2026-02-06 08:48:00
429,3,2026-02-06 08:48:00
430,1,2026-02-06 08:49:00
431,2,2026-02-06 08:49:00
432,3,2026-02-06 08:49:00
433,1,2026-02-06 08:50:00
434,2,2026-02-06 08:50:00
435,3,2026-02-06 08:50:00
436,1,2026-02-06 08:51:00
437,2,2026-02-06 08:51:00
438,3,2026-02-06 08:51:00
439,1,2026-02-06 08:52:00
440,2,2026-02-06 08:52:00
441,3,2026-02-06 08:52:00
442,1,2026-02-06 08:53:00
443,2,2026-02-06 08:53:00
444,3,2026-02-06 08:53:00
445,1,2026-02-06 08:54:00
446,2,2026-02-06 08:54:00
447,3,2026-02-06 08:54:00
448,1,2026-02-06 08:55:00
449,2,2026-02-06 08:55:00
450,3,2026-02-06 08:55:00
451,1,2026-02-06 08:56:00
452,2,2026-02-06 08:56:00
453,3,2026-02-06 08:56:00
454,1,2026-02-06 08:57:00
455,2,2026-02-06 08:57:00
456,3,2026-02-06 08:57:00
457,1,2026-02-06 08:58:00
458,2,2026-02-06 08:58:00
459,3,2026-02-06 08:58:00
460,1,2026-02-06 08:59:00
461,2,2026-02-06 08:59:00
462,3,2026-02-06 08:59:00
463,1,2026-02-06 09:00:00
464,2,2026-02-06 09:00:00
465,3,2026-02-06 09:00:00
466,1,2026-02-06 09:01:00
467,2,2026-02-06 09:01:00
468,3,2026-02-06 09:01:00
469,1,2026-02-06 09:02:00
470,2,2026-02-06 09:02:00
471,3,2026-02-06 09:02:00
472,1,2026-02-06 09:03:00
473,2,2026-02-06 09:03:00
474,3,2026-02-06 09:03:00
475,1,2026-02-06 09:04:00
476,2,2026-02-06 09:04:00
477,3,2026-02-06 09:04:00
478,1,2026-02-06 09:05:00
479,2,2026-02-06 09:05:00
480,3,2026-02-06 09:05:00
481,1,2026-02-06 09:06:00
482,2,2026-02-06 09:06:00
483,3,2026-02-06 09:06:00
484,1,2026-02-06 09:07:00
485,2,2026-02-06 09:07:00
486,3,2026-02-06 09:07:00
487,1,2026-02-06 09:08:00
488,2,2026-02-06 09:08:00
489,3,2026-02-06 09:08:00
490,1,2026-02-06 09:09:00
491,2,2026-02-06 09:09:00
492,3,2026-02-06 09:09:00
493,1,2026-02-06 09:10:00
494,2,2026-02-06 09:10:00
495,3,2026-02-06 09:10:00
496,1,2026-02-06 09:11:00
497,2,2026-02-06 09:11:00
498,3,2026-02-06 09:11:00
499,1,2026-02-06 09:12:00
500,2,2026-02-06 09:12:00
501,3,2026-02-06 09:12:00
502,1,2026-02-06 09:13:00
503,2,2026-02-06 09:13:00
504,3,2026-02-06 09:13:00
505,1,2026-02-06 09:14:00
506,2,2026-02-06 09:14:00
507,3,2026-02-06 09:14:00
508,1,2026-02-06 09:15:00
509,2,2026-02-06 09:15:00
510,3,2026-02-06 09:15:00
511,1,2026-02-06 09:16:00
512,2,2026-02-06 09:16:00
513,3,2026-02-06 09:16:00
514,1,2026-02-06 09:17:00
515,2,2026-02-06 09:17:00
516,3,2026-02-06 09:17:00
517,1,2026-02-06 09:18:00
518,2,2026-02-06 09:18:00
519,3,2026-02-06 09:18:00
520,1,2026-02-06 09:19:00
521,2,2026-02-06 09:19:00
522,3,2026-02-06 09:19:00
523,1,2026-02-06 09:20:00
524,2,2026-02-06 09:20:00
525,3,2026-02-06 09:20:00
526,1,2026-02-06 09:21:00
527,2,2026-02-06 09:21:00
528,3,2026-02-06 09:21:00
529,1,2026-02-06 09:22:00
530,2,2026-02-06 09:22:00
531,3,2026-02-06 09:22:00
532,1,2026-02-06 09:23:00
533,2,2026-02-06 09:23:00
534,3,2026-02-06 09:23:00
535,1,2026-02-06 09:24:00
536,2,2026-02-06 09:24:00
537,3,2026-02-06 09:24:00
538,1,2026-02-06 09:25:00
539,2,2026-02-06 09:25:00
540,3,2026-02-06 09:25:00
541,1,2026-02-06 09:26:00
542,2,2026-02-06 09:26:00
543,3,2026-02-06 09:26:00
544,1,2026-02-06 09:27:00
545,2,2026-02-06 09:27:00
546,3,2026-02-06 09:27:00
547,1,2026-02-06 09:28:00
548,2,2026-02-06 09:28:00
549,3,2026-02-06 09:28:00
550,1,2026-02-06 09:29:00
551,2,2026-02-06 09:29:00
552,3,2026-02-06 09:29:00
553,1,2026-02-06 09:30:00
554,2,2026-02-06 09:30:00
555,3,2026-02-06 09:30:00
556,1,2026-02-06 09:31:00
557,2,2026-02-06 09:31:00
558,3,2026-02-06 09:31:00
559,1,2026-02-06 09:32:00
560,2,2026-02-06 09:32:00
561,3,2026-02-06 09:32:00
562,1,2026-02-06 09:33:00
563,2,2026-02-06 09:33:00
564,3,2026-02-06 09:33:00
565,1,2026-02-06 09:34:00
566,2,2026-02-06 09:34:00
567,3,2026-02-06 09:34:00
568,1,2026-02-06 09:35:00
569,2,2026-02-06 09:35:00
570,3,2026-02-06 09:35:00
571,1,2026-02-06 09:36:00
572,2,2026-02-06 09:36:00
573,3,2026-02-06 09:36:00
574,1,2026-02-06 09:37:00
575,2,2026-02-06 09:37:00
576,3,2026-02-06 09:37:00
577,1,2026-02-06 09:38:00
578,2,2026-02-06 09:38:00
579,3,2026-02-06 09:38:00
580,1,2026-02-06 09:39:00
581,2,2026-02-06 09:39:00
582,3,2026-02-06 09:39:00
583,1,2026-02-06 09:40:00
584,2,2026-02-06 09:40:00
585,3,2026-02-06 09:40:00
586,1,2026-02-06 09:41:00
587,2,2026-02-06 09:41:00
588,3,2026-02-06 09:41:00
589,1,2026-02-06 09:42:00
590,2,2026-02-06 09:42:00
591,3,2026-02-06 09:42:00
592,1,2026-02-06 09:43:00
593,2,2026-02-06 09:43:00
594,3,2026-02-06 09:43:00
595,1,2026-02-06 09:44:00
596,2,2026-02-06 09:44:00
597,3,2026-02-06 09:44:00
598,1,2026-02-06 09:45:00
599,2,2026-02-06 09:45:00
600,3,2026-02-06 09:45:00
601,1,2026-02-06 09:46:00
602,2,2026-02-06 09:46:00
603,3,2026-02-06 09:46:00
604,1,2026-02-06 09:47:00
605,2,2026-02-06 09:47:00
606,3,2026-02-06 09:47:00
607,1,2026-02-06 09:48:00
608,2,2026-02-06 09:48:00
609,3,2026-02-06 09:48:00
610,1,2026-02-06 09:49:00
611,2,2026-02-06 09:49:00
612,3,2026-02-06 09:49:00
613,1,2026-02-06 09:50:00
614,2,2026-02-06 09:50:00
615,3,2026-02-06 09:50:00
616,1,2026-02-06 09:51:00
617,2,2026-02-06 09:51:00
618,3,2026-02-06 09:51:00
619,1,2026-02-06 09:52:00
620,2,2026-02-06 09:52:00
621,3,2026-02-06 09:52:00
622,1,2026-02-06 09:53:00
623,2,2026-02-06 09:53:00
624,3,2026-02-06 09:53:00
625,1,2026-02-06 09:54:00
626,2,2026-02-06 09:54:00
627,3,2026-02-06 09:54:00
628,1,2026-02-06 09:55:00
629,2,2026-02-06 09:55:00
630,3,2026-02-06 09:55:00
631,1,2026-02-06 09:56:00
632,2,2026-02-06 09:56:00
633,3,2026-02-06 09:56:00
634,1,2026-02-06 09:57:00
635,2,2026-02-06 09:57:00
636,3,2026-02-06 09:57:00
637,1,2026-02-06 09:58:00
638,2,2026-02-06 09:58:00
639,3,2026-02-06 09:58:00
640,1,2026-02-06 09:59:00
641,2,2026-02-06 09:59:00
642,3,2026-02-06 09:59:00
643,1,2026-02-06 10:00:00
644,2,2026-02-06 10:00:00
645,3,2026-02-06 10:00:00
646,1,2026-02-06 10:01:00
647,2,2026-02-06 10:01:00
648,3,2026-02-06 10:01:00
649,1,2026-02-06 10:02:00
650,2,2026-02-06 10:02:00
651,3,2026-02-06 10:02:00
652,1,2026-02-06 10:03:00
653,2,2026-02-06 10:03:00
654,3,2026-02-06 10:03:00
655,1,2026-02-06 10:04:00
656,2,2026-02-06 10:04:00
657,3,2026-02-06 10:04:00
658,1,2026-02-06 10:05:00
659,2,2026-02-06 10:05:00
660,3,2026-02-06 10:05:00
661,1,2026-02-06 10:06:00
662,2,2026-02-06 10:06:00
663,3,2026-02-06 10:06:00
664,1,2026-02-06 10:07:00
665,2,2026-02-06 10:07:00
666,3,2026-02-06 10:07:00
667,1,2026-02-06 10:08:00
668,2,2026-02-06 10:08:00
669,3,2026-02-06 10:08:00
670,1,2026-02-06 10:09:00
671,2,2026-02-06 10:09:00
672,3,2026-02-06 10:09:00
673,1,2026-02-06 10:10:00
674,2,2026-02-06 10:10:00
675,3,2026-02-06 10:10:00
676,1,2026-02-06 10:11:00
677,2,2026-02-06 10:11:00
678,3,2026-02-06 10:11:00
679,1,2026-02-06 10:12:00
680,2,2026-02-06 10:12:00
681,3,2026-02-06 10:12:00
682,1,2026-02-06 10:13:00
683,2,2026-02-06 10:13:00
684,3,2026-02-06 10:13:00
685,1,2026-02-06 10:14:00
686,2,2026-02-06 10:14:00
687,3,2026-02-06 10:14:00
688,1,2026-02-06 10:15:00
689,2,2026-02-06 10:15:00
690,3,2026-02-06 10:15:00
691,1,2026-02-06 10:16:00
692,2,2026-02-06 10:16:00
693,3,2026-02-06 10:16:00
694,1,2026-02-06 10:17:00
695,2,2026-02-06 10:17:00
696,3,2026-02-06 10:17:00
697,1,2026-02-06 10:18:00
698,2,2026-02-06 10:18:00
699,3,2026-02-06 10:18:00
700,1,2026-02-06 10:19:00
701,2,2026-02-06 10:19:00
702,3,2026-02-06 10:19:00
703,1,2026-02-06 10:20:00
704,2,2026-02-06 10:20:00
705,3,2026-02-06 10:20:00
706,1,2026-02-06 10:21:00
707,2,2026-02-06 10:21:00
708,3,2026-02-06 10:21:00
709,1,2026-02-06 10:22:00
710,2,2026-02-06 10:22:00
711,3,2026-02-06 10:22:00
712,1,2026-02-06 10:23:00
713,2,2026-02-06 10:23:00
714,3,2026-02-06 10:23:00
715,1,2026-02-06 10:24:00
716,2,2026-02-06 10:24:00
717,3,2026-02-06 10:24:00
718,1,2026-02-06 10:25:00
719,2,2026-02-06 10:25:00
720,3,2026-02-06 10:25:00
721,1,2026-02-06 10:26:00
722,2,2026-02-06 10:26:00
723,3,2026-02-06 10:26:00
724,1,2026-02-06 10:27:00
725,2,2026-02-06 10:27:00
726,3,2026-02-06 10:27:00
727,1,2026-02-06 10:28:00
728,2,2026-02-06 10:28:00
729,3,2026-02-06 10:28:00
730,1,2026-02-06 10:29:00
731,2,2026-02-06 10:29:00
732,3,2026-02-06 10:29:00
733,1,2026-02-06 10:30:00
734,2,2026-02-06 10:30:00
735,3,2026-02-06 10:30:00
736,1,2026-02-06 10:31:00
737,2,2026-02-06 10:31:00
738,3,2026-02-06 10:31:00
739,1,2026-02-06 10:32:00
740,2,2026-02-06 10:32:00
741,3,2026-02-06 10:32:00
742,1,2026-02-06 10:33:00
743,2,2026-02-06 10:33:00
744,3,2026-02-06 10:33:00
745,1,2026-02-06 10:34:00
746,2,2026-02-06 10:34:00
747,3,2026-02-06 10:34:00
748,1,2026-02-06 10:35:00
749,2,2026-02-06 10:35:00
750,3,2026-02-06 10:35:00
751,1,2026-02-06 10:36:00
752,2,2026-02-06 10:36:00
753,3,2026-02-06 10:36:00
754,1,2026-02-06 10:37:00
755,2,2026-02-06 10:37:00
756,3,2026-02-06 10:37:00
757,1,2026-02-06 10:38:00
758,2,2026-02-06 10:38:00
759,3,2026-02-06 10:38:00
760,1,2026-02-06 10:39:00
761,2,2026-02-06 10:39:00
762,3,2026-02-06 10:39:00
763,1,2026-02-06 10:40:00
764,2,2026-02-06 10:40:00
765,3,2026-02-06 10:40:00
766,1,2026-02-06 10:41:00
767,2,2026-02-06 10:41:00
768,3,2026-02-06 10:41:00
769,1,2026-02-06 10:42:00
770,2,2026-02-06 10:42:00
771,3,2026-02-06 10:42:00
772,1,2026-02-06 10:43:00
773,2,2026-02-06 10:43:00
774,3,2026-02-06 10:43:00
775,1,2026-02-06 10:44:00
776,2,2026-02-06 10:44:00
777,3,2026-02-06 10:44:00
778,1,2026-02-06 10:45:00
779,2,2026-02-06 10:45:00
780,3,2026-02-06 10:45:00
781,1,2026-02-06 10:46:00
782,2,2026-02-06 10:46:00
783,3,2026-02-06 10:46:00
784,1,2026-02-06 10:47:00
785,2,2026-02-06 10:47:00
786,3,2026-02-06 10:47:00
787,1,2026-02-06 10:48:00
788,2,2026-02-06 10:48:00
789,3,2026-02-06 10:48:00
790,1,2026-02-06 10:49:00
791,2,2026-02-06 10:49:00
792,3,2026-02-06 10:49:00
793,1,2026-02-06 10:50:00
794,2,2026-02-06 10:50:00
795,3,2026-02-06 10:50:00
796,1,2026-02-06 10:51:00
797,2,2026-02-06 10:51:00
798,3,2026-02-06 10:51:00
799,1,2026-02-06 10:52:00
800,2,2026-02-06 10:52:00
801,3,2026-02-06 10:52:00
802,1,2026-02-06 10:53:00
803,2,2026-02-06 10:53:00
804,3,2026-02-06 10:53:00
805,1,2026-02-06 10:54:00
806,2,2026-02-06 10:54:00
807,3,2026-02-06 10:54:00
808,1,2026-02-06 10:55:00
809,2,2026-02-06 10:55:00
810,3,2026-02-06 10:55:00
811,1,2026-02-06 10:56:00
812,2,2026-02-06 10:56:00
813,3,2026-02-06 10:56:00
814,1,2026-02-06 10:57:00
815,2,2026-02-06 10:57:00
816,3,2026-02-06 10:57:00
817,1,2026-02-06 10:58:00
818,2,2026-02-06 10:58:00
819,3,2026-02-06 10:58:00
820,1,2026-02-06 10:59:00
821,2,2026-02-06 10:59:00
